"","MasVnrArea","GarageYrBlt","MasVnrType","GarageType","GarageFinish","GarageQual","GarageCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","Electrical","MSZoning","Exterior1st","Exterior2nd","KitchenQual","SaleType","BsmtUnfSF","TotalBsmtSF","BsmtFullBath","GarageCars","GarageArea","BsmtFinSF1","Id","LotArea","LotShape","Neighborhood","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","Foundation","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","SaleCondition","SalePrice"
"818",148,2002,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","CemntBd","CmentBd","Gd","WD",350,1568,1,3,857,1218,818,13265,"IR1","Mitchel","1Story",8,2002,2002,"Gd","PConc","Ex","Y",1689,0,1689,2,0,7,2,"Y",150,59,"Normal",12.5098777898919
"819",80,1971,"BrkFace","Attchd","Unf","TA","TA","TA","TA","Av","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",506,1010,1,2,440,504,819,8816,"Reg","ClearCr","SLvl",6,1971,1971,"TA","CBlock","Gd","Y",1052,0,1052,1,0,6,0,"Y",0,0,"Normal",11.9511868474935
"820",128,2010,"Stone","Attchd","RFn","TA","TA","Gd","TA","Mn","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",625,1358,1,2,484,733,820,6371,"IR1","NridgHt","1Story",7,2009,2010,"Gd","PConc","Ex","Y",1358,0,1358,2,0,6,1,"Y",192,35,"Partial",12.3194057951129
"821",0,2003,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",798,798,0,2,595,0,821,7226,"IR1","CollgCr","2Story",7,2003,2003,"Gd","PConc","Ex","Y",798,842,1640,2,1,6,0,"Y",0,45,"Normal",12.1172468962895
"822",0,1974,"None","Detchd","Unf","TA","TA","Fa","TA","No","Unf","SBrkr","RM","MetalSd","MetalSd","TA","WD",936,936,0,2,576,0,822,6000,"Reg","OldTown","1Story",4,1953,1953,"Fa","CBlock","TA","N",936,0,936,1,0,4,0,"Y",0,32,"Normal",11.4403655247658
"823",0,2003,"None","BuiltIn","Fin","TA","TA","Gd","TA","Gd","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",847,847,0,2,433,0,823,12394,"IR1","Gilbert","2Story",7,2003,2003,"Gd","PConc","Ex","Y",847,886,1733,2,1,7,1,"Y",100,48,"Family",12.3238601256211
"824",0,1940,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",778,778,0,1,240,0,824,9900,"Reg","SWISU","1.5Fin",6,1940,1950,"TA","BrkTil","TA","Y",944,545,1489,2,0,7,1,"Y",335,0,"Normal",11.8458270486766
"825",0,2006,"None","Attchd","RFn","TA","TA","Gd","Gd","No","Unf","SBrkr","FV","VinylSd","VinylSd","Gd","New",1489,1489,0,2,776,0,825,11216,"Reg","Somerst","1Story",8,2006,2006,"Gd","PConc","Ex","Y",1489,0,1489,2,0,7,1,"Y",0,140,"Partial",12.3570798182836
"826",816,2007,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","CemntBd","CmentBd","Ex","New",442,2078,1,3,1220,1636,826,14803,"Reg","NridgHt","1Story",10,2007,2008,"Ex","PConc","Ex","Y",2084,0,2084,2,0,7,1,"Y",188,45,"Partial",12.8610012106691
"827",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RM","MetalSd","MetalSd","Gd","WD",0,784,1,0,0,784,827,6130,"Reg","BrkSide","1.5Unf",5,1924,1950,"TA","BrkTil","Gd","Y",784,0,784,1,0,5,0,"Y",0,0,"Normal",11.6036889606171
"828",0,2001,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1434,1454,0,2,527,20,828,8529,"IR1","SawyerW","1Story",7,2001,2001,"Gd","PConc","Ex","Y",1434,0,1434,2,0,6,1,"Y",290,39,"Normal",12.1495075850331
"829",0,1967,"None","Attchd","Fin","TA","TA","TA","Gd","Gd","LwQ","SBrkr","RL","Plywood","Plywood","TA","WD",0,1013,0,2,538,249,829,28698,"IR2","ClearCr","2Story",5,1967,1967,"TA","PConc","TA","Y",1160,966,2126,2,1,7,0,"Y",486,0,"Abnorml",12.1281165094513
"830",0,2005,"None","Detchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","FV","MetalSd","MetalSd","Gd","WD",600,600,0,2,480,0,830,2544,"Reg","Somerst","2Story",7,2005,2005,"Gd","PConc","Ex","Y",520,623,1223,2,1,4,0,"Y",0,166,"Normal",11.9009120429749
"831",387,1957,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Rec","FuseA","RL","HdBoard","HdBoard","TA","WD",352,1392,1,2,458,1040,831,11900,"IR1","NAmes","1Story",6,1957,1957,"TA","CBlock","TA","Y",1392,0,1392,1,1,6,2,"Y",0,0,"Normal",12.0197490914169
"832",0,2005,"None","Detchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","FV","MetalSd","MetalSd","Gd","WD",600,600,0,2,480,0,832,3180,"Reg","Somerst","2Story",7,2005,2005,"TA","PConc","Ex","Y",520,600,1200,2,1,4,0,"Y",0,166,"Normal",11.9250417382917
"833",223,2003,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",458,941,1,2,613,483,833,9548,"IR1","CollgCr","2Story",7,2003,2003,"Gd","PConc","Ex","Y",941,888,1829,2,1,7,1,"Y",192,39,"Normal",12.3758196395176
"834",180,1964,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","HdBoard","Plywood","TA","WD",975,1516,0,2,472,196,834,10004,"Reg","NAmes","1Story",6,1964,1964,"TA","CBlock","TA","Y",1516,0,1516,1,1,6,0,"Y",0,0,"Normal",12.0257550794049
"835",136,1961,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","VinylSd","VinylSd","TA","WD",572,1144,1,2,456,572,835,7875,"Reg","NAmes","1Story",5,1961,1961,"TA","CBlock","Gd","Y",1144,0,1144,1,0,6,0,"Y",0,0,"Normal",11.8490476403271
"836",0,1996,"None","Attchd","Unf","TA","TA","Gd","TA","No","BLQ","SBrkr","RL","VinylSd","HdBoard","Gd","WD",625,1067,0,2,436,442,836,9600,"Reg","Sawyer","1Story",4,1950,1995,"TA","CBlock","TA","Y",1067,0,1067,2,0,4,0,"Y",290,0,"Normal",11.7597933553712
"837",0,1948,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RM","VinylSd","VinylSd","TA","COD",1221,1559,1,2,812,338,837,8100,"Reg","OldTown","1Story",5,1948,1973,"TA","BrkTil","Gd","Y",1559,0,1559,1,0,5,0,"Y",0,116,"Normal",11.9414623606461
"838",158,1973,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RM","HdBoard","HdBoard","TA","WD",153,483,1,1,264,330,838,1680,"Reg","BrDale","2Story",6,1973,1973,"TA","CBlock","TA","Y",483,504,987,1,1,5,0,"Y",0,0,"Normal",11.5129354649202
"839",0,1999,"None","Attchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1099,1099,0,1,352,0,839,9525,"Reg","CollgCr","1Story",5,1995,2006,"TA","PConc","Ex","Y",1099,0,1099,1,1,6,0,"Y",278,0,"Normal",11.8775755229785
"840",0,1946,"None","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",416,768,0,1,240,352,840,11767,"Reg","Edwards","1.5Fin",5,1946,1995,"TA","CBlock","Ex","Y",768,432,1200,1,0,6,0,"Y",0,0,"Normal",11.7791361685508
"841",0,1934,"None","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RH","Wd Sdng","Wd Sdng","Fa","WD",516,672,0,1,400,156,841,12155,"IR1","SWISU","2Story",6,1925,1950,"TA","BrkTil","TA","N",810,672,1482,2,0,7,0,"P",0,0,"Normal",11.8494048444231
"842",0,1983,"None","Detchd","Unf","Gd","TA","TA","TA","No","Unf","SBrkr","RM","MetalSd","MetalSd","Gd","WD",650,650,0,2,686,0,842,10440,"Reg","OldTown","2Story",5,1904,2002,"TA","PConc","Gd","Y",958,581,1539,2,0,8,1,"P",70,78,"Normal",11.967187086434
"843",183,1966,"BrkFace","Attchd","RFn","Gd","Gd","TA","TA","Gd","Rec","SBrkr","RL","HdBoard","HdBoard","TA","WD",276,1127,1,2,490,312,843,9020,"Reg","NAmes","SLvl",6,1966,1966,"TA","CBlock","TA","Y",1165,0,1165,1,1,6,0,"Y",0,129,"Normal",12.0719753785432
"844",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","BrkFace","BrkFace","TA","WD",1800,1800,0,0,0,0,844,8000,"Reg","NAmes","1Story",5,1961,1961,"TA","CBlock","Ex","N",1800,0,1800,2,0,10,0,"Y",0,0,"Normal",11.8565222615337
"845",0,1949,"None","Detchd","Unf","TA","TA","TA","TA","Mn","Unf","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",876,876,0,3,720,0,845,12665,"IR1","OldTown","1.5Fin",5,1915,1950,"TA","BrkTil","Gd","Y",876,540,1416,1,1,7,1,"Y",418,0,"Normal",11.9440648175317
"846",0,1975,"None","Basment","Fin","TA","TA","Gd","TA","Gd","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",0,1390,1,2,611,1390,846,16647,"IR1","Sawyer","SFoyer",5,1975,1981,"TA","CBlock","TA","Y",1701,0,1701,2,0,6,2,"Y",0,0,"Normal",12.0494246834209
"847",137,1993,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",227,740,1,2,425,513,847,9317,"Reg","SawyerW","2Story",7,1993,1993,"Gd","PConc","Ex","Y",1006,769,1775,2,1,7,1,"Y",234,72,"Normal",12.2690521395162
"848",0,1972,"None","Attchd","Unf","TA","TA","TA","TA","Av","BLQ","SBrkr","RL","HdBoard","Plywood","TA","WD",404,864,1,1,338,460,848,15523,"IR1","CollgCr","1Story",5,1972,1972,"TA","CBlock","Ex","Y",864,0,864,1,0,5,1,"Y",0,0,"Normal",11.8018642474311
"849",0,1908,"None","Detchd","Unf","Fa","TA","TA","TA","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",907,907,0,2,360,0,849,45600,"IR2","ClearCr","1.5Fin",6,1908,1997,"TA","BrkTil","TA","Y",1307,1051,2358,3,0,10,1,"Y",486,40,"Normal",12.3883983689821
"850",360,1976,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","TA","WD",528,528,0,2,512,0,850,9600,"Reg","Veenker","SLvl",6,1976,1994,"Gd","CBlock","Ex","Y",1094,761,1855,2,1,7,1,"Y",113,100,"Normal",12.138869243416
"851",170,2003,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","RM","VinylSd","VinylSd","Gd","WD",189,848,1,2,420,659,851,4435,"Reg","CollgCr","1Story",6,2003,2003,"Gd","PConc","Ex","Y",848,0,848,1,0,3,0,"Y",140,0,"Normal",11.7867697351338
"852",40,2003,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Gd","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1273,1273,0,2,400,0,852,3196,"Reg","Blmngtn","1Story",8,2003,2003,"Gd","PConc","Ex","Y",1456,0,1456,2,0,7,1,"Y",143,20,"Normal",12.2783979582618
"853",0,1941,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","TA","WD",554,918,0,1,240,364,853,7128,"Reg","Crawfor","2.5Unf",7,1941,1950,"TA","CBlock","Gd","Y",918,728,1646,2,0,7,2,"Y",0,0,"Normal",12.0076278043487
"854",115,1964,"BrkFace","Attchd","RFn","TA","TA","TA","TA","Gd","Rec","SBrkr","RL","MetalSd","HdBoard","TA","WD",563,1127,0,2,645,564,854,12095,"IR1","NAmes","SLvl",6,1964,1964,"TA","CBlock","TA","Y",1445,0,1445,1,1,7,1,"Y",180,0,"Normal",11.970356641103
"855",0,1955,"None","Attchd","Unf","TA","TA","TA","TA","Mn","ALQ","SBrkr","RL","Wd Sdng","Plywood","TA","WD",372,1763,1,2,454,306,855,17920,"Reg","Sawyer","1Story",5,1955,1974,"TA","CBlock","TA","Y",1779,0,1779,1,1,6,1,"Y",0,418,"Abnorml",12.043559598368
"856",0,1962,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",381,1040,1,1,260,659,856,6897,"IR1","Sawyer","1Story",5,1962,2010,"TA","CBlock","Ex","Y",1040,0,1040,1,1,6,0,"Y",0,104,"Normal",11.7519502394255
"857",0,1981,"None","Detchd","Unf","TA","Fa","Gd","Gd","Gd","GLQ","SBrkr","RL","Plywood","HdBoard","TA","WD",0,940,1,2,576,505,857,10970,"IR1","CollgCr","SLvl",6,1978,1978,"TA","CBlock","TA","Y",1026,0,1026,1,0,5,0,"Y",0,0,"Normal",11.8981946684588
"858",0,1994,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","TA","WD",702,702,0,2,343,0,858,8125,"Reg","Gilbert","2Story",6,1994,1995,"TA","PConc","Gd","Y",702,779,1481,2,1,6,1,"Y",0,36,"Normal",12.0668163253066
"859",189,1976,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","TA","WD",1090,1090,0,2,479,0,859,10400,"Reg","NWAmes","1Story",7,1976,1976,"TA","CBlock","TA","Y",1370,0,1370,2,0,6,1,"Y",0,0,"Family",11.9316423787541
"860",220,1968,"BrkFace","Attchd","Unf","TA","TA","TA","TA","Mn","BLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",435,1054,1,2,619,619,860,11029,"IR1","NWAmes","2Story",6,1968,1984,"TA","CBlock","TA","Y",1512,1142,2654,2,1,9,1,"Y",0,65,"Normal",12.4292201968364
"861",0,1925,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",912,912,0,1,216,0,861,7642,"Reg","Crawfor","1.5Fin",7,1918,1998,"Gd","BrkTil","Gd","Y",912,514,1426,1,1,7,1,"Y",0,240,"Normal",12.1545214231452
"862",0,1965,"None","Attchd","Unf","TA","TA","TA","TA","Mn","BLQ","SBrkr","RL","Plywood","HdBoard","TA","WD",198,1039,1,2,504,841,862,11625,"Reg","Sawyer","1Story",5,1965,1965,"TA","PConc","Ex","Y",1039,0,1039,1,1,6,0,"Y",0,0,"Normal",11.7867697351338
"863",0,1986,"None","Attchd","Unf","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","HdBoard","Plywood","TA","WD",702,1040,0,2,480,338,863,9672,"Reg","SawyerW","1Story",6,1984,1985,"TA","PConc","TA","Y",1097,0,1097,2,0,6,0,"Y",0,0,"Normal",11.9316423787541
"864",0,1959,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","BrkFace","Plywood","TA","WD",0,1148,1,1,672,1148,864,7931,"Reg","NAmes","1Story",5,1959,1959,"TA","CBlock","TA","Y",1148,0,1148,1,0,6,0,"Y",0,0,"Normal",11.7943454715497
"865",0,2008,"None","Attchd","Fin","TA","TA","Ex","TA","No","Unf","SBrkr","FV","VinylSd","VinylSd","Gd","New",1372,1372,0,2,529,0,865,8640,"Reg","Somerst","1Story",7,2007,2008,"Gd","PConc","Ex","Y",1372,0,1372,2,0,6,0,"Y",0,140,"Partial",12.4315375005331
"866",76,1973,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",174,1002,1,2,902,828,866,8750,"IR1","NAmes","1Story",5,1970,1970,"TA","CBlock","TA","Y",1002,0,1002,1,0,5,0,"Y",0,0,"Normal",11.908346971209
"867",274,2007,"Stone","Attchd","RFn","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","New",1638,1638,0,3,870,0,867,10656,"IR1","Timber","1Story",8,2006,2007,"Gd","PConc","Ex","Y",1646,0,1646,2,0,6,1,"Y",192,80,"Partial",12.4248105060254
"868",0,1961,"None","Attchd","RFn","TA","TA","TA","TA","No","ALQ","SBrkr","RL","VinylSd","VinylSd","Fa","WD",108,1040,1,2,544,932,868,6970,"Reg","Sawyer","1Story",4,1961,1961,"TA","CBlock","TA","Y",1120,0,1120,1,1,5,0,"Y",168,0,"Normal",11.7675754352517
"869",0,1979,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","TA","WD",0,0,0,2,672,0,869,14762,"IR2","Gilbert","2Story",5,1948,1950,"TA","Slab","Gd","Y",1547,720,2320,2,0,7,1,"P",120,144,"Normal",12.0376599110475
"870",246,1993,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","MetalSd","MetalSd","Gd","WD",300,1050,1,2,574,750,870,9938,"Reg","SawyerW","2Story",7,1993,1994,"Gd","PConc","Ex","Y",1062,887,1949,2,1,8,1,"Y",156,90,"Normal",12.3715913212869
"871",0,1962,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","TA","WD",894,894,0,1,308,0,871,6600,"Reg","NAmes","1Story",5,1962,1962,"TA","CBlock","Gd","N",894,0,894,1,0,5,0,"Y",0,0,"Normal",11.6036889606171
"872",116,1998,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",299,804,0,2,523,505,872,8750,"Reg","CollgCr","2Story",6,1998,1998,"TA","PConc","Ex","Y",804,878,1682,2,1,7,0,"Y",0,77,"Normal",12.2085745132475
"873",0,1953,"None","Attchd","Unf","TA","TA","TA","TA","Av","Unf","SBrkr","RL","WdShing","Wd Shng","Gd","WD",105,105,0,2,414,0,873,8892,"Reg","NAmes","1Story",5,1953,1996,"Gd","Stone","Gd","Y",910,0,910,1,0,5,0,"Y",196,0,"Normal",11.661354090741
"874",0,1949,"None","Attchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","HdBoard","HdBoard","TA","WD",457,832,0,1,288,375,874,12144,"Reg","NAmes","1Story",5,1949,1950,"Gd","CBlock","Gd","Y",1036,0,1268,1,0,6,1,"Y",0,28,"Normal",11.7981119259726
"875",0,1941,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",676,676,0,1,200,0,875,5720,"Reg","OldTown","1.5Fin",5,1941,1950,"TA","CBlock","Ex","Y",676,455,1131,1,1,5,0,"Y",26,0,"Abnorml",11.1049722641249
"876",0,2007,"None","BuiltIn","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","FV","CemntBd","CmentBd","Ex","New",1120,1184,0,2,550,64,876,9000,"Reg","Somerst","2Story",8,2007,2007,"Gd","PConc","Ex","Y",1184,1426,2610,2,1,11,1,"Y",208,364,"Partial",12.6230643992102
"877",0,1963,"None","Attchd","Unf","TA","TA","TA","TA","Gd","ALQ","SBrkr","RL","HdBoard","Plywood","TA","WD",431,1064,1,2,648,633,877,25286,"Reg","Mitchel","1Story",4,1963,1963,"TA","PConc","Gd","Y",1040,0,1040,1,0,5,0,"Y",0,0,"Normal",11.7924569111286
"878",216,2004,"Stone","Attchd","Fin","TA","TA","Ex","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Ex","WD",292,1462,1,3,738,1170,878,8834,"Reg","NridgHt","2Story",9,2004,2005,"Gd","PConc","Ex","Y",1462,762,2224,2,1,10,1,"Y",184,0,"Normal",12.7656912906044
"879",0,1987,"None","Detchd","Unf","TA","TA","TA","TA","Av","ALQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",210,1109,1,2,576,899,879,11782,"IR1","Sawyer","SFoyer",5,1961,1995,"TA","CBlock","TA","Y",1155,0,1155,1,0,6,0,"Y",192,0,"Normal",11.9049743094802
"880",90,1978,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",218,864,1,1,336,646,880,7000,"IR1","CollgCr","1Story",5,1978,2005,"Gd","CBlock","Ex","Y",864,0,864,1,0,6,0,"Y",0,0,"Normal",11.8240872195876
"881",0,2005,"None","Attchd","Fin","TA","TA","Ex","Gd","No","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",110,1090,1,2,450,980,881,7024,"Reg","Edwards","1Story",5,2005,2006,"TA","PConc","Gd","Y",1090,0,1090,1,1,5,0,"Y",0,49,"Normal",11.9640074537369
"882",117,1990,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Mn","LwQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",254,1156,0,2,400,902,882,13758,"IR1","Timber","1.5Fin",7,1990,1991,"Gd","CBlock","Ex","Y",1187,530,1717,2,1,7,1,"Y",168,36,"Normal",12.1415394577117
"883",0,1993,"None","BuiltIn","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",808,808,0,2,389,0,883,9636,"IR1","Gilbert","2Story",6,1992,1993,"TA","PConc","Gd","Y",808,785,1593,2,1,7,1,"Y",342,40,"Normal",12.089544447236
"884",0,1997,"None","Detchd","Unf","TA","Gd","TA","Fa","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",795,795,1,1,440,0,884,6204,"Reg","SWISU","2.5Fin",4,1912,1950,"Gd","PConc","TA","N",954,795,2230,1,0,10,0,"Y",0,188,"Normal",11.6826766783403
"885",60,1967,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","BLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",460,892,0,1,288,432,885,7150,"Reg","NAmes","1Story",5,1967,1967,"TA","CBlock","TA","Y",892,0,892,1,0,5,0,"Y",0,0,"Normal",11.5129354649202
"886",60,1999,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","FV","MetalSd","MetalSd","Gd","CWD",460,1698,1,2,506,1238,886,5119,"IR1","Somerst","1Story",9,1999,2000,"Gd","PConc","Ex","Y",1709,0,1709,2,0,5,1,"Y",97,65,"Abnorml",12.7035120726103
"887",122,2005,"BrkFace","Attchd","Fin","TA","TA","TA","TA","No","LwQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",1098,1626,0,2,588,528,887,8393,"Reg","NAmes","1Story",5,1959,2005,"TA","CBlock","Ex","Y",1712,0,1712,2,0,8,0,"Y",272,54,"Family",11.8844959179307
"888",0,1955,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","TA","WD",816,816,0,1,300,0,888,16466,"IR1","Edwards","1.5Fin",5,1955,1955,"TA","PConc","TA","Y",872,521,1393,1,1,8,0,"Y",121,0,"Normal",11.8167342993485
"889",0,1970,"None","Attchd","Unf","TA","TA","TA","Gd","Gd","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",1043,2217,1,2,621,351,889,15865,"IR1","NAmes","1Story",8,1970,1970,"Gd","PConc","Ex","Y",2217,0,2217,2,0,8,1,"Y",81,207,"Normal",12.4987459908293
"890",90,1953,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","BLQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",481,1505,1,2,505,1024,890,12160,"Reg","NAmes","1Story",6,1953,1953,"TA","CBlock","Ex","Y",1505,0,1505,1,0,6,1,"Y",0,0,"Normal",11.9150583607537
"891",0,2003,"None","Detchd","Unf","TA","TA","TA","TA","Mn","Unf","SBrkr","RL","MetalSd","MetalSd","TA","WD",672,672,0,2,576,0,891,8064,"Reg","NAmes","1.5Fin",5,1949,2006,"TA","CBlock","Ex","Y",672,252,924,1,0,6,1,"Y",0,0,"Normal",11.7191344322175
"892",92,1978,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","LwQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",192,918,0,2,440,226,892,11184,"Reg","Sawyer","2Story",6,1978,1978,"TA","CBlock","Gd","Y",918,765,1683,2,1,7,1,"Y",243,0,"Normal",12.0581583125382
"893",0,1963,"None","Attchd","RFn","TA","TA","TA","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",396,1059,0,1,264,663,893,8414,"Reg","Sawyer","1Story",6,1963,2003,"TA","CBlock","TA","Y",1068,0,1068,1,0,6,0,"Y",192,0,"Normal",11.9479558477909
"894",0,1954,"None","Attchd","Unf","TA","TA","Gd","TA","Mn","BLQ","SBrkr","RL","Wd Sdng","Plywood","TA","WD",319,1383,1,1,354,1064,894,13284,"Reg","Sawyer","1Story",5,1954,1954,"TA","PConc","TA","Y",1383,0,1383,1,0,6,1,"Y",511,116,"Normal",12.0137068134704
"895",0,1979,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","TA","WD",0,0,0,2,400,0,895,7018,"Reg","SawyerW","1Story",5,1979,1979,"TA","Slab","TA","Y",1535,0,1535,2,0,8,0,"Y",0,0,"Alloca",11.685693195626
"896",415,1963,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","BLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",380,780,1,2,483,400,896,7056,"Reg","NAmes","2Story",6,1963,1963,"TA","CBlock","TA","Y",983,813,1796,1,1,8,1,"Y",0,50,"Normal",11.8494048444231
"897",0,1936,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",666,951,0,1,327,285,897,8765,"Reg","IDOTRR","1Story",4,1936,1950,"TA","BrkTil","Ex","N",951,0,951,1,0,6,0,"Y",0,28,"Abnorml",11.5759096537589
"898",0,1979,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","TA","WD",0,0,0,2,528,0,898,7018,"Reg","SawyerW","2Story",5,1979,1979,"TA","Slab","TA","Y",1120,1120,2240,2,0,12,0,"Y",154,0,"Alloca",11.8702781791708
"899",760,2009,"Stone","Attchd","Fin","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Ex","New",142,2330,1,3,820,2188,899,12919,"IR1","NridgHt","1Story",9,2009,2010,"Ex","PConc","Ex","Y",2364,0,2364,2,1,11,2,"Y",0,67,"Partial",13.323928581765
"900",0,1961,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","HdBoard","Plywood","TA","WD",447,912,0,1,288,465,900,6993,"Reg","Sawyer","1Story",5,1961,1994,"TA","CBlock","TA","Y",1236,0,1236,1,0,6,1,"Y",0,0,"Normal",11.8130374648005
"901",0,1979,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",536,858,0,1,684,322,901,7340,"IR1","NAmes","1Story",4,1971,1971,"TA","CBlock","TA","Y",858,0,858,1,0,4,0,"Y",0,0,"Normal",11.6082447356423
